flight_angle,fin_cant_angle,D,Lnose,Lt,finPos,cr,ct,s,Nf,x_fins,m_body,m_fin,m_f0,Isp,dryCG,xAft,xFwd
0,0.44,0.44,1.32,8.89,7.3254,1.057,0.49,0.41,4,7.789,542,11,1008.34,200,4.072,5.144,6.344
